#k_1,k_2,k_12,SigmaSquared_k1,SigmaSquared_k2,SigmaSquared_k12,Semillas,Error_MC,Datos
0.001159503005756596,0.0004590165101651682,0.0036088321522059438,2.6690400504529257e-10,1.1187084391639758e-09,8.946180566807008e-10,417680,0.5,506
0.0009207192593066697,0.0005085632497648919,0.003754599258506167,1.9720082133802496e-10,8.588696352216909e-10,6.830965960683986e-10,885192,Nada,Nada
0.0012148112089893283,0.0003609605323224521,0.0034030069144677655,2.6266677657029356e-10,1.0861051122371127e-09,8.749753059665448e-10,993560,Nada,Nada
0.0010868162849060597,0.0004902471690536501,0.0036994451345503687,2.4014506603207044e-10,1.0120067480469349e-09,8.18366325215724e-10,630712,Nada,Nada
0.0012235694221082762,0.0004545536145552964,0.0035204525144260897,2.857842142429352e-10,1.1789832824562917e-09,9.557067534669712e-10,725670,Nada,Nada
0.001270148312997362,0.0003699205789680763,0.0034612979581423557,3.064725743984263e-10,1.2489410631487823e-09,1.019585043448314e-09,749789,Nada,Nada
0.0009327781571102737,0.0005909322243454801,0.003953610745646831,2.2106301085435536e-10,9.63374050457157e-10,7.660572422802491e-10,352926,Nada,Nada
0.0012175640570058848,0.0003982651018748505,0.0034611460023582156,2.875277693734087e-10,1.1881216671009814e-09,9.59624798747847e-10,941084,Nada,Nada
0.0011329498888277452,0.00036871022805223244,0.0033725976431138384,2.2714612118769032e-10,9.470562510802998e-10,7.672709360914433e-10,33206,Nada,Nada
0.0011413238454584128,0.0004983153980899884,0.003659387569737759,2.695220099554456e-10,1.1270484092790458e-09,9.142142005179046e-10,543609,Nada,Nada
0.0011664890577521468,0.00045146831960160485,0.003572587630704916,2.614133109495444e-10,1.09148347961923e-09,8.768050059214474e-10,509171,Nada,Nada
0.001010609603865063,0.0004764458636730327,0.003646514690409966,2.028509481000962e-10,8.656608889773209e-10,6.975968997049166e-10,663828,Nada,Nada
0.001181689155771816,0.00038419149014153525,0.0033815216025334374,2.626017139235213e-10,1.0931919782239493e-09,8.794319849909636e-10,925442,Nada,Nada
0.0010076684719491117,0.0005348954505111028,0.0037465154391283116,2.2786085524144214e-10,9.741855854349917e-10,7.853812503130997e-10,848698,Nada,Nada
0.0012933929660994678,0.00038694727735452716,0.0033383862524608123,3.147167499196825e-10,1.2857314030976114e-09,1.038986278057607e-09,230247,Nada,Nada
0.0012270448515921406,0.00032527171036217666,0.003269713471936628,2.661737358612873e-10,1.0934120207607321e-09,8.891899422459917e-10,537001,Nada,Nada
0.0011560962966483223,0.0004420334779135206,0.0035972143001499314,2.529976894076258e-10,1.0575694588756078e-09,8.51226655183971e-10,409047,Nada,Nada
0.0009802611101227755,0.0005520620441817533,0.0038207405153746813,2.1429998608763914e-10,9.278155704931086e-10,7.365833652295113e-10,68276,Nada,Nada
0.0011208421215885929,0.0003954255581290033,0.0034424708785173674,2.1522661610506329e-10,9.040689830117152e-10,7.268875262496852e-10,174645,Nada,Nada
0.0010885222933105366,0.0004898569392599431,0.0036737326820196533,2.238591519457169e-10,9.447363810219264e-10,7.620410087503502e-10,637107,Nada,Nada
0.0010905809277488136,0.0004501116931958489,0.003530413037848565,2.3039495511723177e-10,9.755256476954532e-10,7.823058158487894e-10,761877,Nada,Nada
0.0012881795781135381,0.00039174117251542336,0.003343062802296675,3.3853466605683394e-10,1.375437838935069e-09,1.1270244335580175e-09,687490,Nada,Nada
0.0011301454868810927,0.00047526107094484916,0.003663823077229,2.475806292337013e-10,1.0389547829936703e-09,8.366795851800603e-10,511963,Nada,Nada
0.0011070906875476144,0.00047651035833407495,0.0036964664517337917,2.365988453545686e-10,9.966276986183685e-10,8.025577758401068e-10,653787,Nada,Nada
0.0011430838397578644,0.0004891955423518186,0.0036007827182860663,2.616102081214482e-10,1.0836203321295259e-09,8.940053218243454e-10,82661,Nada,Nada
0.0013254885077138524,0.00036639682974088294,0.0033248147694584203,3.3974940124561345e-10,1.3669820057770263e-09,1.1304881193574856e-09,608685,Nada,Nada
0.0012460136629989917,0.0004162538132752868,0.0034376520208728193,3.0482983413065004e-10,1.2483111165374462e-09,1.0186389822182415e-09,864521,Nada,Nada
0.0011430145774877453,0.0004765566328848926,0.0035380604266404695,2.50447615489128e-10,1.0476193758811748e-09,8.471375967252831e-10,663439,Nada,Nada
0.0010263471393623777,0.00046437358839093913,0.0036551556381027223,2.0339268602051948e-10,8.700925097916657e-10,6.943741641609684e-10,599204,Nada,Nada
0.0010909515951175973,0.00048668065040107926,0.0036210892011875415,2.4192418680740304e-10,1.0203052805240214e-09,8.249207050103048e-10,723231,Nada,Nada
0.0012321138629859812,0.00046029774776309615,0.00357860713830306,3.059837816379852e-10,1.269672645169364e-09,1.0167568551203927e-09,495982,Nada,Nada
0.0010201572271882346,0.0004914520554866849,0.0037216391938343827,2.2250069632250758e-10,9.461540439918368e-10,7.662773849042393e-10,131145,Nada,Nada
0.0012443959296988068,0.000435907287058798,0.0034794514884742447,2.8754635843161874e-10,1.1795473345062596e-09,9.59815949305494e-10,551902,Nada,Nada
0.0013619585251145986,0.0003352639887493502,0.0032827642895016797,3.5918790676912695e-10,1.4334943344736833e-09,1.1849848494983518e-09,203573,Nada,Nada
0.0013231729405415278,0.0004118539954620992,0.0033807452808701506,3.616940015673571e-10,1.469272358234471e-09,1.1932588865882006e-09,979218,Nada,Nada
0.0012332025933474453,0.0004434266295054608,0.0035819871486943962,2.9462555686364696e-10,1.2011319110487432e-09,9.925555346887733e-10,608554,Nada,Nada
0.000979729296881532,0.00043674524430340074,0.00362194165158713,1.9992064528955175e-10,8.54996551419163e-10,6.910083030970264e-10,142460,Nada,Nada
0.0009702896923335525,0.0005335445119550109,0.0037034200014384806,2.006788393345763e-10,8.670752982009933e-10,6.921675784856218e-10,416938,Nada,Nada
0.0011298837979906852,0.0005182863648508156,0.003797650866309452,2.863831226902017e-10,1.1960509381933493e-09,9.730563144251163e-10,481437,Nada,Nada
0.0008894410216857897,0.000542777861610847,0.003797424298750509,1.9409133533711958e-10,8.504848451019543e-10,6.748201582678764e-10,618213,Nada,Nada
0.0010039702435144689,0.0004560902632082259,0.0035755983561074956,2.0538500418862436e-10,8.741183849904498e-10,7.082150507996626e-10,856203,Nada,Nada
0.0012236895862499334,0.0004089703627565429,0.003499485473018397,2.6478354224903723e-10,1.091960183977535e-09,8.853430932256188e-10,946116,Nada,Nada
0.0009553710994841173,0.0005743060548714257,0.0038830278704067153,2.3175783314541912e-10,1.0092295313756715e-09,7.984987215121953e-10,980014,Nada,Nada
0.0011610735969645042,0.0004123445626086373,0.0035443624955227328,2.2210071958420716e-10,9.260596715503977e-10,7.453806235832084e-10,425791,Nada,Nada
0.0010861038492147766,0.00040282729057763283,0.003541095805944973,2.1851098795232245e-10,9.179278282777024e-10,7.432681622090826e-10,650841,Nada,Nada
0.0011787166279335658,0.0004431917405403135,0.0035521440999546606,2.851932656062734e-10,1.1818864603732352e-09,9.632288357147896e-10,587579,Nada,Nada
0.0011924629921394746,0.00042721080181262825,0.0035062878540326847,2.390183107108096e-10,9.965662093152999e-10,7.983749562146973e-10,634689,Nada,Nada
0.0011186122678232874,0.0004900134163153178,0.0036566629407111056,2.4088203496852507e-10,1.012890552102439e-09,8.160438288990856e-10,484662,Nada,Nada
0.0012322619612603533,0.00040311076110777184,0.003444842931068272,2.7293538340779525e-10,1.1237751535220907e-09,9.098105796394969e-10,335865,Nada,Nada
0.0013036309629746207,0.00043707495131090133,0.003539088331822805,3.5516979237259395e-10,1.4525609050382693e-09,1.171312293577425e-09,187446,Nada,Nada
0.0011917113640682931,0.00048784862268181885,0.0035893613350222865,3.026072276856264e-10,1.254719766291624e-09,1.0188379055436817e-09,707035,Nada,Nada
0.0013742599715306906,0.00037803150971094215,0.0032486914006467867,3.965416389430943e-10,1.6038873542608048e-09,1.2906452858372278e-09,794609,Nada,Nada
0.0012440531193831509,0.000423038436325983,0.003404473248244513,2.7844557920792836e-10,1.1444949958866132e-09,9.286401570601868e-10,909325,Nada,Nada
0.0010289262273820558,0.0004271825848493705,0.0036340193327962325,1.9207230642439806e-10,8.164491143005508e-10,6.566244535468228e-10,875164,Nada,Nada
0.0011601919432038183,0.0003955401076697461,0.0034241236529391956,2.408749395444462e-10,1.0075246743499025e-09,8.058307210632835e-10,681521,Nada,Nada
0.0010554462829943,0.0004571517598156869,0.0036147458090108595,2.0974764907489392e-10,8.847777861505062e-10,7.191941960999788e-10,279486,Nada,Nada
0.001139872819505457,0.0004833945250720213,0.003636754967482194,2.7504726719863145e-10,1.1627439413010352e-09,9.248109779034721e-10,857597,Nada,Nada
0.0014213246241426378,0.00036071999411415944,0.003226673438810436,4.1597640394336626e-10,1.6488804662941568e-09,1.3652232530483433e-09,521966,Nada,Nada
0.0011369101613480034,0.0005506612323628663,0.003791987174276541,3.1283600270071636e-10,1.3030281308265595e-09,1.0657255417229132e-09,952542,Nada,Nada
0.0009706205611946905,0.0005527854240109368,0.0038047357992263783,2.0958597731473532e-10,9.038036965916126e-10,7.244444183632529e-10,657066,Nada,Nada
0.0009910422835909347,0.00046412097609545473,0.003557647030674567,2.122900241699589e-10,9.162712072589569e-10,7.264872869058382e-10,868173,Nada,Nada
0.0013554226730102174,0.0003646440053062509,0.003335210372243869,3.6540403328077317e-10,1.4666230616336212e-09,1.2040016205203174e-09,253460,Nada,Nada
0.0010371442474760764,0.0004745428450837132,0.003667932988785045,2.1323602254042653e-10,9.035749213266356e-10,7.316959346475456e-10,769272,Nada,Nada
0.0011933956361906866,0.0004935651585569846,0.0036083524809559526,3.1704847845861935e-10,1.3158419872276937e-09,1.0666781731686907e-09,476743,Nada,Nada
0.0010897367652654784,0.0005696121420654476,0.0038021101511095654,2.7934476285297e-10,1.174667407845264e-09,9.575612219711555e-10,582036,Nada,Nada
0.0011434488334118808,0.0004671810512846493,0.0035670608619148858,2.41547877575813e-10,1.015941723022267e-09,8.129519113820195e-10,125879,Nada,Nada
0.0012144026311236992,0.0004472236546856256,0.0034915021001484183,2.898349162700447e-10,1.1932176041583523e-09,9.755750371077403e-10,564608,Nada,Nada
0.0012326368249995798,0.00047238579231880467,0.0035119746081994523,2.942115171182242e-10,1.2291476347062938e-09,9.713058070439418e-10,630853,Nada,Nada
0.0011901421187852186,0.00042102590014423443,0.003469423690158664,2.7353381605795606e-10,1.1308819552730451e-09,9.212495102084276e-10,55004,Nada,Nada
0.00112715265269194,0.000471435510301765,0.003607247003411231,2.3018233597353878e-10,9.6929188495258e-10,7.771213786705959e-10,189976,Nada,Nada
0.001161208267334018,0.00046608349828468646,0.0036011553753148746,2.699987207672224e-10,1.1270168636660655e-09,9.091820241068672e-10,627447,Nada,Nada
0.0011122088349785405,0.0004692741966034809,0.00358191125842054,2.5044313523711657e-10,1.0621848237315752e-09,8.439137888077089e-10,434904,Nada,Nada
0.0012173830829491268,0.0005393137478235908,0.0036907238901882963,3.6933267760045896e-10,1.521124008174003e-09,1.2445532973828337e-09,383008,Nada,Nada
0.0009672383984022124,0.0005582822730666253,0.0037783443090887063,1.9158506930395527e-10,8.282256386163011e-10,6.618858509424624e-10,856296,Nada,Nada
0.001054981993511905,0.00045537935956533124,0.0037083599461227457,2.1694434159171263e-10,9.259445971263777e-10,7.366199612796e-10,285704,Nada,Nada
0.001239165029544974,0.00047963672523763815,0.0035781205893223532,3.229147762318615e-10,1.3241059060849273e-09,1.0816225738722034e-09,244356,Nada,Nada
0.0011171939410194792,0.0004961932214063488,0.003711230870721235,2.784132502991401e-10,1.1723555344337321e-09,9.43220202328146e-10,840142,Nada,Nada
0.0010388976967201347,0.0005368006424779979,0.0037610798887272824,2.1961679488275522e-10,9.36130589710869e-10,7.534244200045585e-10,973618,Nada,Nada
0.0009877068644434032,0.000549955044209709,0.0038524485019674893,2.342062368485589e-10,1.0082680384666508e-09,8.074342621842872e-10,646652,Nada,Nada
0.0011610875466978867,0.000462123700131465,0.003635591138372296,2.7265343181699363e-10,1.1442629892726982e-09,9.13369923428504e-10,430834,Nada,Nada
0.0012305373617607954,0.00043105987115415486,0.00349149539230831,2.9304637824548834e-10,1.1974071152177365e-09,9.880479783824992e-10,225938,Nada,Nada
0.001232536170018828,0.0004247143059998305,0.003450649737186996,2.9280653543483703e-10,1.1975041714442536e-09,9.853559858036252e-10,658337,Nada,Nada
0.0009933523074664892,0.0005678425538791611,0.003922019493454785,2.4200341632167456e-10,1.0371130832465042e-09,8.370249641152078e-10,808931,Nada,Nada
0.0012912205237007213,0.00044770117589485635,0.0034972286455895447,3.704401094695689e-10,1.5050067167476036e-09,1.2341188521696277e-09,659698,Nada,Nada
0.0011832671231720555,0.0004264836411538062,0.0035680985060442174,2.722887675561211e-10,1.1288363905295857e-09,9.165716296815235e-10,578122,Nada,Nada
0.0010945721112030756,0.000507053260506613,0.003797004400602175,2.737685897844497e-10,1.149045915948766e-09,9.33656162452926e-10,559709,Nada,Nada
0.0012327826770750627,0.00046513483964171946,0.0035436021388776493,3.172006742373087e-10,1.2956026956785611e-09,1.0667743173994679e-09,59891,Nada,Nada
0.0010426735926254292,0.0004952852245041857,0.0037146961957152235,2.393352822954062e-10,1.0223858031362968e-09,8.157964440738051e-10,173117,Nada,Nada
0.0011225083468469309,0.0004276581355029632,0.0035837266821549547,2.3452720078518755e-10,9.89105869685498e-10,7.887397928547616e-10,234882,Nada,Nada
0.0010763415802433087,0.000433043128402345,0.0035677499284030743,2.3001195175423043e-10,9.758242677693125e-10,7.810706514342415e-10,545114,Nada,Nada
0.0010540725420360914,0.0004892146035443691,0.0036779947668179633,2.1103386313524928e-10,8.972451336432903e-10,7.198668598370854e-10,64446,Nada,Nada
0.001062439306770423,0.0005184025680948894,0.003771654149585938,2.2877813909899313e-10,9.773531903637705e-10,7.778216810487204e-10,870876,Nada,Nada
0.0009916794395571553,0.0005017815675598207,0.0037948660779216856,1.9193495740523096e-10,8.275699109695032e-10,6.582317076561417e-10,166567,Nada,Nada
0.0013067310736359684,0.0004352706467699566,0.0034384011035595292,3.5575855617695326e-10,1.4477128897696168e-09,1.1773888887282409e-09,281445,Nada,Nada
0.0011980462015300283,0.0004248638420067607,0.0035152929406672257,3.0450537039961165e-10,1.2672480507405272e-09,1.0174882390187886e-09,511871,Nada,Nada
0.0012037591985085655,0.0004297903458491735,0.0035171174265275,2.613210208291728e-10,1.0769371915276257e-09,8.783215643111604e-10,785118,Nada,Nada
0.00125364555284259,0.00037740278300617356,0.003314819499809386,2.8746545228071897e-10,1.1769981388824742e-09,9.61002697247104e-10,144864,Nada,Nada
0.0012926695759217042,0.00041627175636742823,0.0033946895614333852,3.414041872190471e-10,1.3921499795881758e-09,1.130846472400925e-09,871784,Nada,Nada
0.001196578833052088,0.0005102735746876843,0.003660648154795315,3.040387207708016e-10,1.2463971989094146e-09,1.033697627432151e-09,362691,Nada,Nada
0.0009011678521580674,0.000572728674984939,0.003849413388755383,1.9164801843516427e-10,8.462695763939134e-10,6.617340054768995e-10,264578,Nada,Nada
0.001262914431120278,0.0004572283068693786,0.0035183620610895923,3.405295583509555e-10,1.394762398229777e-09,1.134493495051077e-09,930151,Nada,Nada
0.0010100062505374447,0.0005522507134343755,0.003885750633006919,2.3356093360771683e-10,9.99300759770897e-10,8.038253014515508e-10,203387,Nada,Nada
0.0012011191605689729,0.00047852908367115724,0.003659802784732216,3.072841644905839e-10,1.2682374896140532e-09,1.0329645196020852e-09,539985,Nada,Nada
0.001203785090710151,0.0005073674593446916,0.0036590519620227236,3.315485331309499e-10,1.3694798194730623e-09,1.117232983010148e-09,453440,Nada,Nada
0.0010895372133876645,0.00042460027702718046,0.003522159218169923,2.0880744062120349e-10,8.807218047209745e-10,7.077942840858952e-10,227538,Nada,Nada
0.001145050110016166,0.0004736776249192946,0.0036764707481573406,2.3849524074788077e-10,9.981573267905476e-10,8.039255800799568e-10,327428,Nada,Nada
0.0010463213330901898,0.0005033468864750015,0.003698246572370013,2.1794772327960803e-10,9.24080072970212e-10,7.464192546866925e-10,337761,Nada,Nada
0.0011624149518223395,0.00036838017900156706,0.003354830429437261,2.4752329116999374e-10,1.0235701972521706e-09,8.374850462475593e-10,953995,Nada,Nada
0.0009849433672173098,0.0005073458192347853,0.0037992699358569025,2.066531941005463e-10,8.901719982227646e-10,7.104871158841666e-10,570555,Nada,Nada
0.001011629150258313,0.0004653001494773352,0.003619140092338119,2.0120724295931276e-10,8.591459269410626e-10,6.921395054152514e-10,22878,Nada,Nada
0.0011225447739416476,0.0004889789263044004,0.003637364260660307,2.596410003947919e-10,1.0926917040978023e-09,8.778637765263497e-10,388167,Nada,Nada
0.001292234057273547,0.0005134394601728626,0.0036884975509500315,4.081132495717606e-10,1.6533624854723898e-09,1.3667718015170079e-09,375104,Nada,Nada
0.0011842389544788178,0.0003654245234379139,0.0033985483489414386,2.456269877693778e-10,1.0158873752664753e-09,8.24795671769394e-10,92647,Nada,Nada
0.001086851381040425,0.0004631365819090099,0.0035864984562719083,2.272000870885789e-10,9.593490030102785e-10,7.718189767672151e-10,532241,Nada,Nada
0.001115449851764927,0.0004376890782778256,0.00356982625916722,2.4174004065200005e-10,1.0176737665337473e-09,8.173716383024166e-10,799456,Nada,Nada
0.0011468798829025817,0.0004708034056573003,0.0037116157471991425,2.565210096265209e-10,1.073118018188292e-09,8.645387687741792e-10,212080,Nada,Nada
0.0010747913304927695,0.0004829188255122797,0.003635509754972735,2.3228392857647118e-10,9.823487609835435e-10,7.896745262894179e-10,162381,Nada,Nada
0.001106091136329695,0.000472192562073739,0.0036237710766109654,2.389510017794486e-10,1.0093872486801e-09,8.081242702391326e-10,897038,Nada,Nada
0.0012105729025027245,0.0004479459337235149,0.0036211974426794717,2.9644595150698504e-10,1.2299341753478526e-09,9.879778698407296e-10,92079,Nada,Nada
0.0009614955514438278,0.0005949277231690809,0.003939893571865252,2.2745261700638344e-10,9.879040615696105e-10,7.845097782796602e-10,13968,Nada,Nada
0.001124748293080796,0.0004358312096281009,0.003501135316128064,2.4934576437028423e-10,1.049116784713548e-09,8.42703982832706e-10,19623,Nada,Nada
0.0012835980708626727,0.0004035744265887242,0.0033215197725246686,3.02483182280931e-10,1.231056042625665e-09,1.0089607781720288e-09,831784,Nada,Nada
0.0011324313010296133,0.00047724944458440283,0.003691699510948533,2.730007139426996e-10,1.1430572463594893e-09,9.225923581401715e-10,927179,Nada,Nada
0.0010083087479815518,0.0004947738048500206,0.003780262627524568,2.116412103663607e-10,9.059915781949818e-10,7.267662497291822e-10,940047,Nada,Nada
0.0010223302587981304,0.0005047281797106994,0.0036442196419022364,1.9739165253645964e-10,8.478895161739819e-10,6.750073580910075e-10,793604,Nada,Nada
0.0009653561248918258,0.000500927432335283,0.00369763589284581,2.0541402748883683e-10,8.960795051531835e-10,7.01919855369154e-10,614867,Nada,Nada
0.0011339821299525617,0.00048210755872909225,0.0037228964328827573,2.709060634645358e-10,1.1264766594003822e-09,9.202811113210653e-10,647125,Nada,Nada
0.0011369273596821016,0.0004839312883608484,0.003557616348866855,2.694061210146011e-10,1.1342116453843608e-09,9.1047213442707e-10,55382,Nada,Nada
0.0010971615334579726,0.00046142433676553234,0.0036586377005393637,2.2252640099925757e-10,9.445158685602956e-10,7.508178922455094e-10,830359,Nada,Nada
0.001063353120945729,0.00044165709618519564,0.0035861809446730585,2.1151804521205322e-10,9.03662427751435e-10,7.153294373956593e-10,107073,Nada,Nada
0.0013182117060185382,0.0003740047291903376,0.003357485111744541,3.3430052743586413e-10,1.3426853902148684e-09,1.1148617272340452e-09,776847,Nada,Nada
0.0011797405462379415,0.000455457545783238,0.003651760675463567,2.936189835537765e-10,1.2129938824914633e-09,9.901246397877648e-10,216002,Nada,Nada
0.0011484292457818394,0.00043828103962056155,0.0035666930418632903,2.444616896440532e-10,1.0165231974799648e-09,8.261761417393843e-10,714633,Nada,Nada
0.0009324776237877758,0.0005857631160387083,0.0038932273530299555,2.0771273610305887e-10,9.00099914170467e-10,7.232572849010111e-10,942233,Nada,Nada
0.001220167017817341,0.000508357396709267,0.0036522955966943175,3.333004147561399e-10,1.3855999486840055e-09,1.1116673526768335e-09,249055,Nada,Nada
0.0010569071386144304,0.0005115601233684214,0.0037672884809436314,2.3906078350162067e-10,1.0159294193205424e-09,8.17227644775609e-10,238580,Nada,Nada
0.0012027975349485633,0.000441273519314559,0.0035140526061108175,2.755643995799172e-10,1.1375605194013166e-09,9.236347181829764e-10,942101,Nada,Nada
0.0011280136731685012,0.00048309748790215394,0.0037001819981518852,2.4783180885204935e-10,1.0430326590283576e-09,8.372454577319907e-10,324747,Nada,Nada
0.001110556636735699,0.0004756927782662197,0.003645925972140437,2.342140543409166e-10,9.91586943247999e-10,7.901951135035894e-10,627121,Nada,Nada
0.0009845868857744084,0.00047853113605853464,0.003642920243289913,1.9472846335276364e-10,8.413438397169629e-10,6.67465156159508e-10,303696,Nada,Nada
0.0008230457613299197,0.0006008143570874998,0.003909130268211434,1.9089351102884996e-10,8.458186414605635e-10,6.711035793120828e-10,329753,Nada,Nada
0.0013467980713802456,0.00046134683687978933,0.0035457564453412133,4.299167274896858e-10,1.7414775966641881e-09,1.4144521075500082e-09,827297,Nada,Nada
0.0012774486712095851,0.0004139143415545992,0.0033621972689425943,3.329853805630669e-10,1.3688912849358398e-09,1.1042984235237718e-09,387727,Nada,Nada
0.001045756355036558,0.0005645849851785623,0.003912943378137203,2.660327480357199e-10,1.135272787067315e-09,9.107015403431208e-10,119963,Nada,Nada
0.0010208170130273954,0.0004794851590606013,0.0036964716485143215,2.1881662078814884e-10,9.375919254194733e-10,7.481756399988797e-10,626730,Nada,Nada
0.001226293860757135,0.00040393493153005903,0.0034461042408005377,2.7124026624376157e-10,1.118768560926818e-09,9.058795054173242e-10,661318,Nada,Nada
0.001152505806822533,0.0004203868588215643,0.003475316462428195,2.4706525601151643e-10,1.0204384743149414e-09,8.413027624634199e-10,358543,Nada,Nada
0.0011047904238621082,0.000506831868691525,0.0036800424263596725,2.5243801314045275e-10,1.0633670908014355e-09,8.578992179233889e-10,735633,Nada,Nada
0.001008814727639613,0.0005207602695971177,0.0037233517412411936,2.045098376264218e-10,8.761506624596015e-10,7.028777729389151e-10,206308,Nada,Nada
0.0009511633735259032,0.0005274306773871279,0.0038003868556976787,2.1050755020001444e-10,9.127797624163676e-10,7.26655054640856e-10,596931,Nada,Nada
0.0011878952356098767,0.0004910751897390938,0.003587673246826257,3.038110193887269e-10,1.27373966045204e-09,1.0143109342491015e-09,40758,Nada,Nada
0.0010691970947335004,0.0005059471054837316,0.0037062332894355087,2.454167957691404e-10,1.0394072936089265e-09,8.365722439109343e-10,915222,Nada,Nada
0.0009711887287795903,0.0005202726039713511,0.003820151902157192,2.029753597917592e-10,8.75571240469359e-10,6.991402784379054e-10,664445,Nada,Nada
0.0012983534753017285,0.0004000223882280306,0.003434737841152216,3.317834151357395e-10,1.3551110800266455e-09,1.0945458337292614e-09,942378,Nada,Nada
0.0012473747125422423,0.0004724895661192266,0.003543965330756981,3.3085720305952196e-10,1.3632795784940613e-09,1.103298724533265e-09,516544,Nada,Nada
0.0011073002647727388,0.0004276018269755163,0.0035853384612984894,2.2964712308898905e-10,9.754299902321172e-10,7.722537711490432e-10,301917,Nada,Nada
0.0011720498722204904,0.0004184754544646286,0.0034662574674976764,2.577556096260573e-10,1.068670139643317e-09,8.687240716547331e-10,341459,Nada,Nada
0.001276977732165836,0.0004106769271228168,0.00341015970000515,3.2401911382856783e-10,1.321312868548018e-09,1.0799627214479521e-09,421273,Nada,Nada
0.0010603998080748482,0.00047337234686293335,0.0036642110145435566,2.2062266144970379e-10,9.48801432063467e-10,7.446782109042315e-10,655280,Nada,Nada
0.0009995148450258934,0.0004778895822462446,0.003664786176056977,2.0037126729330304e-10,8.557519359843175e-10,6.890934502383123e-10,341519,Nada,Nada
0.00121904759089758,0.00046022668864961503,0.003551209454047449,3.1814651737986435e-10,1.327299016951468e-09,1.056293790531953e-09,33199,Nada,Nada
0.0012958765693455734,0.0004439507430557899,0.0033935999001310255,3.4078353520927935e-10,1.3930759167912915e-09,1.1320036917853193e-09,747566,Nada,Nada
0.001280219046233534,0.00037434208525003983,0.0033882197721349385,3.019786138988864e-10,1.2392657611114862e-09,9.96373250317509e-10,63231,Nada,Nada
0.00103652219084745,0.0005768388774964649,0.003964279230767659,2.798129813899229e-10,1.1924552563961832e-09,9.60990233627096e-10,658123,Nada,Nada
0.0012602807412981844,0.00045874418941729215,0.0035531981672527395,3.4373942930837727e-10,1.4084836158250071e-09,1.1457810081470312e-09,807764,Nada,Nada
0.0010355930193068285,0.0004319463605084801,0.0036258071487846365,1.9644678260471173e-10,8.335983597712423e-10,6.724679408648127e-10,696827,Nada,Nada
0.0012626991637168519,0.00037834614587144513,0.0033954280620162544,2.7982854350066114e-10,1.1380001894076064e-09,9.358250522248505e-10,409814,Nada,Nada
0.0012329392042283466,0.0004138507191879893,0.0035044426792512633,2.8026380642920206e-10,1.147361831965862e-09,9.383890178132197e-10,945279,Nada,Nada
